rowNumber,queueId,questionNumber,questionType,questionText,subject,courseLevel,module,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,payload,explanation,generationMetadata
647,python-fitb-level-1-basic-widgets-r283-q2,Q2,fitb,"Complete the Tkinter code so the widget displays the text ""Saved"" without allowing the user to edit it:

```python
import tkinter as tk

root = tk.Tk()
message = tk.{{1}}(root, text=""Saved"")
message.pack()
```",Python,Level 1,Basic widgets,Basic widgets,"Label, Button, Entry",Apply Label() to display read-only text.,Applying,medium,3,One medium Applying-level FITB question on using tkinter.Label to display read-only text.,[],"{""blanks"":[{""position"":1,""answer"":""Label"",""acceptedAnswers"":[],""caseSensitive"":true}]}",The `Label` widget displays text that users can read but not edit. An `Entry` widget would be the appropriate choice for editable single-line input.,"{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":283,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
648,python-mcq-level-1-configuring-themed-r281-q1,Q1,mcq,"An application uses only `ttk.Label` widgets. Some labels use the default style, while informational labels use `style=""Info.TLabel""`. The informational style should change only the text color and inherit the application's shared label font. Which setup correctly constructs this theme?",Python,Level 1,Configuring themed Tkinter widgets,Configuring themed Tkinter widgets,Theming with Style,Construct a small theme that changes the default font for every label in the app.,Creating,hard,4,"Two hard, Creating-level MCQs on constructing a ttk theme that applies a shared font to labels.","[{""text"":""style.configure(\""TLabel\"", font=(\""Aptos\"", 12))\nstyle.configure(\""Info.TLabel\"", foreground=\""navy\"")"",""correct"":true},{""text"":""style.configure(\""Label\"", font=(\""Aptos\"", 12))\nstyle.configure(\""Info.TLabel\"", foreground=\""navy\"")"",""correct"":false},{""text"":""style.configure(\""Info.TLabel\"", font=(\""Aptos\"", 12), foreground=\""navy\"")"",""correct"":false},{""text"":""ttk.Label(root, text=\""Status\"", font=(\""Aptos\"", 12))\nstyle.configure(\""Info.TLabel\"", foreground=\""navy\"")"",""correct"":false}]",,"Configuring `TLabel` establishes the default font for all `ttk.Label` widgets. A style named `Info.TLabel` inherits from `TLabel`, so it receives that font automatically while adding its own foreground color. The other choices either target the wrong style name, configure only the custom style, or apply the font to individual widgets rather than constructing a shared theme.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":281,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":4,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Configuring themed Tkinter widgets"",""topicType"":""Concept"",""topicFamily"":""Configuring themed Tkinter widgets"",""bloomsLevel"":""Creating"",""bloomsVerb"":""Construct"",""cognitiveTier"":""Higher-Order"",""skillArea"":""mixed""}"
649,python-mcq-level-1-configuring-themed-r281-q2,Q2,mcq,"Consider this existing style configuration, where `root` and `style` have already been created:

style.configure(""TLabel"", font=(""Aptos"", 12))
style.configure(
    ""Emphasis.TLabel"",
    font=(""Aptos"", 18, ""bold""),
    foreground=""darkred"",
)
standard = ttk.Label(root, text=""Standard"")
emphasis = ttk.Label(root, text=""Emphasis"", style=""Emphasis.TLabel"")

The goal is for both labels to use the shared 12-point font while allowing the emphasis style to retain its dark-red color. Which revision to the second `configure` call achieves that goal?",Python,Level 1,Configuring themed Tkinter widgets,Configuring themed Tkinter widgets,Theming with Style,Construct a small theme that changes the default font for every label in the app.,Creating,hard,4,"Two hard, Creating-level MCQs on constructing a ttk theme that applies a shared font to labels.","[{""text"":""style.configure(\""Emphasis.TLabel\"", foreground=\""darkred\"")"",""correct"":true},{""text"":""style.configure(\""TLabel\"", font=(\""Aptos\"", 18, \""bold\""), foreground=\""darkred\"")"",""correct"":false},{""text"":""style.configure(\""Label\"", foreground=\""darkred\"")"",""correct"":false},{""text"":""style.configure(\""Emphasis.TLabel\"", font=(\""Aptos\"", 18, \""bold\""), foreground=\""darkred\"")"",""correct"":false}]",,"Replacing the second call with a configuration that sets only `foreground` removes the explicit font override from `Emphasis.TLabel`. Because that style inherits from `TLabel`, it then receives the 12-point font. Reconfiguring `TLabel` later does not override a font explicitly set on the child style, and configuring `Label` targets the wrong style name.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":281,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":4,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Configuring themed Tkinter widgets"",""topicType"":""Concept"",""topicFamily"":""Configuring themed Tkinter widgets"",""bloomsLevel"":""Creating"",""bloomsVerb"":""Construct"",""cognitiveTier"":""Higher-Order"",""skillArea"":""mixed""}"
650,python-mcq-level-1-basic-widgets-r284-q1,Q1,mcq,A Tkinter Entry widget named `input_box` has already been created and displayed. A Button calls `read_entry` when clicked. Which implementation captures the current text entered by the user in the variable `value`?,Python,Level 1,Basic widgets,Basic widgets,"Label, Button, Entry",Apply Entry() to capture single-line text input.,Applying,medium,3,One medium-difficulty Applying-level MCQ on using Tkinter Entry.get() to capture single-line text input.,"[{""text"":""def read_entry():\n    value = input_box.get()"",""correct"":true},{""text"":""def read_entry():\n    value = input_box"",""correct"":false},{""text"":""def read_entry():\n    value = input_box.get"",""correct"":false},{""text"":""def read_entry():\n    value = input_box.insert(0, \""\"")"",""correct"":false}]",,"`input_box.get()` calls the Entry widget's `get()` method and returns the current single-line input as a string. Assigning `input_box` alone stores the widget object, while `input_box.get` stores the method without calling it.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":284,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
651,python-mcq-level-1-basic-widgets-r285-q1,Q1,mcq,"Consider this Python code:

```python
from tkinter import Button, Tk


def clicked():
    print(""Clicked"")


root = Tk()
button = Button(root, text=""Press"", command=clicked)
button.pack()
root.mainloop()
```

What happens when the user clicks the button?",Python,Level 1,Basic widgets,Basic widgets,"Label, Button, Entry",Use a callback function on a Button's command= argument.,Applying,medium,3,One medium-difficulty Applying-level MCQ on assigning a callback function to a Tkinter Button's command argument.,"[{""text"":""`Clicked` is printed once each time the button is clicked."",""correct"":true},{""text"":""`Clicked` is printed immediately when the Button object is created."",""correct"":false},{""text"":""The program raises a TypeError because `command` requires `clicked()` instead of `clicked`."",""correct"":false},{""text"":""The callback runs only after the Tkinter window is closed."",""correct"":false}]",,"The expression `command=clicked` passes the function itself as the callback. Tkinter calls that function when the button is clicked, so `Clicked` is printed once for each click. Writing `command=clicked()` would call the function immediately while creating the button and would not correctly register it as the callback.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":285,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Use"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
652,python-dnd-level-1-basic-widgets-r284-q3,Q3,dnd,Assume `root` is an existing Tkinter root window and `entry = Entry(root)`. Match each Entry-related expression to its effect when capturing single-line text.,Python,Level 1,Basic widgets,Basic widgets,"Label, Button, Entry",Apply Entry() to capture single-line text input.,Applying,medium,3,One medium Applying-level drag-and-drop question on using Tkinter Entry to capture and manage single-line text input.,[],"{""items"":[{""id"":""i1"",""label"":""Entry(root)""},{""id"":""i2"",""label"":""entry.insert(0, \""Ada\"")""},{""id"":""i3"",""label"":""entry.get()""},{""id"":""i4"",""label"":""entry.delete(0, \""end\"")""}],""targets"":[{""id"":""t1"",""label"":""Creates a single-line input widget attached to the root window"",""correctItemId"":""i1""},{""id"":""t2"",""label"":""Places the text \""Ada\"" at the beginning of the input"",""correctItemId"":""i2""},{""id"":""t3"",""label"":""Returns the current input contents as a Python string"",""correctItemId"":""i3""},{""id"":""t4"",""label"":""Removes the input contents from the first character through the end"",""correctItemId"":""i4""}]}","`Entry(root)` creates a single-line input widget attached to `root`. `entry.insert(0, ""Ada"")` places the text at index 0, the beginning of the input. `entry.get()` reads the current contents and returns them as a Python string. `entry.delete(0, ""end"")` removes the text from the first character through the end, clearing the input without destroying the widget.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""dnd"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":284,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
653,python-fitb-level-1-basic-widgets-r285-q2,Q2,fitb,"Complete this Tkinter statement so the button creates a callback that prints ""Clicked"" only when the button is pressed: `button = Button(root, text=""Run"", command={{1}}: print(""Clicked""))`",Python,Level 1,Basic widgets,Basic widgets,"Label, Button, Entry",Use a callback function on a Button's command= argument.,Applying,medium,3,One medium Applying-level FITB question on using a callback with a Tkinter Button command argument.,[],"{""blanks"":[{""position"":1,""answer"":""lambda"",""acceptedAnswers"":[],""caseSensitive"":true}]}",The `lambda` keyword creates an anonymous callback function for the Button's `command` argument. The function runs when the button is clicked; placing a function call directly in `command` would execute it while the Button is being created instead.,"{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":285,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Use"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
654,python-dnd-level-1-basic-widgets-r283-q3,Q3,dnd,"Assume `Label` and `StringVar` are imported from `tkinter`, `root` is a valid parent, and each label is placed in the window after construction. Match each `Label()` call to the most accurate description of how its displayed text is supplied or updated.",Python,Level 1,Basic widgets,Basic widgets,"Label, Button, Entry",Apply Label() to display read-only text.,Applying,medium,3,One medium Applying-level drag-and-drop question on using tkinter Label() for read-only text.,[],"{""items"":[{""id"":""i1"",""label"":""Label(root, text=\""Ready\"")""},{""id"":""i2"",""label"":""Label(root, textvariable=status)""},{""id"":""i3"",""label"":""Label(root, text=f\""Score: {score}\"")""},{""id"":""i4"",""label"":""Label(root, text=str(total))""}],""targets"":[{""id"":""t1"",""label"":""Displays a literal string as user-non-editable text."",""correctItemId"":""i1""},{""id"":""t2"",""label"":""Displays a StringVar value and can refresh when that variable changes."",""correctItemId"":""i2""},{""id"":""t3"",""label"":""Formats the current score once; later score changes do not refresh it automatically."",""correctItemId"":""i3""},{""id"":""t4"",""label"":""Converts the current total to text once; later total changes are not reflected automatically."",""correctItemId"":""i4""}]}","`Label(root, text=""Ready"")` pairs with the literal-string description because the label receives fixed text and users cannot edit it directly. `Label(root, textvariable=status)` pairs with the `StringVar` description because the label displays the variable's current value and can update when `status.set(...)` is called. `Label(root, text=f""Score: {score}"")` pairs with the f-string snapshot description because the f-string is evaluated when `Label()` runs; changing `score` later does not automatically change the label. `Label(root, text=str(total))` pairs with the conversion snapshot description because `str(total)` is also evaluated once during construction, so later changes to `total` are not reflected automatically. A common misconception is that any Python variable used in `text` creates an automatically updating label; automatic updates require a tkinter variable such as `StringVar` supplied through `textvariable`.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""dnd"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":283,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
655,python-mcq-level-1-basic-widgets-r286-q1,Q1,mcq,"Which statement correctly differentiates Tkinter's pack(), grid(), and place() geometry managers?",Python,Level 1,Basic widgets,Basic widgets,Geometry managers,"Differentiate between pack(), grid() and place() as layout strategies.",Understanding,easy,2,One easy Understanding-level MCQ on differentiating Tkinter geometry managers.,"[{""text"":""pack() uses sides, grid() uses rows and columns, and place() uses coordinates or relative positions."",""correct"":true},{""text"":""pack() uses rows and columns, grid() uses sides, and place() automatically centers widgets."",""correct"":false},{""text"":""pack() sets widget colors, grid() handles events, and place() creates widgets."",""correct"":false},{""text"":""pack(), grid(), and place() all arrange widgets only by assigning explicit pixel coordinates."",""correct"":false}]",,"pack() arranges widgets relative to available sides, grid() places widgets in rows and columns, and place() positions widgets using explicit coordinates or relative positions. A geometry manager controls layout; it does not create the widgets or handle their events.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":286,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":2,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Understanding"",""bloomsVerb"":""Differentiate"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
656,python-dnd-level-1-basic-widgets-r285-q3,Q3,dnd,"In this tkinter setup, assume `submit` prints the current value from an Entry widget and returns `None`. Match each `command=` expression to what happens when it is used with a Button.",Python,Level 1,Basic widgets,Basic widgets,"Label, Button, Entry",Use a callback function on a Button's command= argument.,Applying,medium,3,One medium Applying-level drag-and-drop question about registering Button callbacks correctly in tkinter.,[],"{""items"":[{""id"":""i1"",""label"":""submit""},{""id"":""i2"",""label"":""submit()""},{""id"":""i3"",""label"":""lambda: submit()""},{""id"":""i4"",""label"":""lambda: submit""}],""targets"":[{""id"":""t1"",""label"":""Registers the existing function, which runs when the Button is clicked."",""correctItemId"":""i1""},{""id"":""t2"",""label"":""Runs during Button creation and stores the function's return value as the command."",""correctItemId"":""i2""},{""id"":""t3"",""label"":""Registers a wrapper that calls the function when the Button is clicked."",""correctItemId"":""i3""},{""id"":""t4"",""label"":""Registers a wrapper that returns the function object without calling it when clicked."",""correctItemId"":""i4""}]}","`command=submit` passes the function object without calling it, so tkinter calls `submit` when the Button is clicked. `command=submit()` calls `submit` immediately while the Button is being created, and its `None` return value is stored as the command. `command=lambda: submit()` registers a wrapper that waits until a click and then calls `submit`. `command=lambda: submit` registers a wrapper, but clicking it only returns the `submit` function object; it does not call the function. The key distinction is that a callback argument needs a function reference or a deferred wrapper, not an immediate function call.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""dnd"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":285,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Use"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
657,python-fitb-level-1-basic-widgets-r286-q2,Q2,fitb,"A Tkinter button should be arranged along the top edge of its parent, with widgets stacked as they are added. Which geometry-manager method belongs in `button.{{1}}()`?",Python,Level 1,Basic widgets,Basic widgets,Geometry managers,"Differentiate between pack(), grid() and place() as layout strategies.",Understanding,easy,2,One easy Understanding-level FITB question on distinguishing Tkinter geometry managers.,[],"{""blanks"":[{""position"":1,""answer"":""pack"",""acceptedAnswers"":[],""caseSensitive"":true}]}","The `pack()` geometry manager arranges widgets by stacking them against a side of their parent. In contrast, `grid()` uses rows and columns, while `place()` uses explicit coordinates.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":286,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":2,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Understanding"",""bloomsVerb"":""Differentiate"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
658,python-mcq-level-1-basic-widgets-r287-q1,Q1,mcq,"Consider this Tkinter layout code:

```python
import tkinter as tk

root = tk.Tk()
tk.Label(root, text=""Name"").grid(row=0, column=0)
tk.Entry(root).grid(row=0, column=1)
tk.Label(root, text=""Email"").grid(row=1, column=0)
tk.Entry(root).grid(row=1, column=1)
tk.Button(root, text=""Submit"").grid(row=2, column=1)
```

Where will the Submit button appear relative to the two Entry widgets?",Python,Level 1,Basic widgets,Basic widgets,Geometry managers,Apply grid() with row and column to lay out a small form.,Applying,medium,3,One medium Applying-level MCQ on using Tkinter grid() row and column options to lay out a small form.,"[{""text"":""Below both Entry widgets, aligned in the same column"",""correct"":true},{""text"":""To the right of the Name Entry and above the Email Entry"",""correct"":false},{""text"":""Below the labels, aligned in the labels' column"",""correct"":false},{""text"":""On the same row as the Email Entry, to its right"",""correct"":false}]",,"The two Entry widgets are placed in column 1, with the Name entry in row 0 and the Email entry in row 1. The Submit button is placed in row 2, column 1, so it appears below both Entry widgets and in the same column. Tkinter grid positions use row and column numbers to identify cells; the numbering starts at 0.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":287,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
659,python-mcq-level-1-basic-widgets-r288-q1,Q1,mcq,"Assume `import tkinter as tk` and `root = tk.Tk()` have already been executed. Which code correctly creates a label and text entry on the first row and a Submit button on the second row, while using geometry managers properly?",Python,Level 1,Basic widgets,Basic widgets,Geometry managers,"Build a simple form with a label, text entry and submit button.",Applying,medium,3,One medium Applying-level MCQ on using Tkinter geometry managers to construct a simple form.,"[{""text"":""form = tk.Frame(root)\nform.grid(row=0, column=0, padx=10, pady=10)\n\ntk.Label(form, text=\""Name\"").grid(row=0, column=0)\nentry = tk.Entry(form)\nentry.grid(row=0, column=1)\ntk.Button(\n    form,\n    text=\""Submit\"",\n    command=lambda: print(entry.get())\n).grid(row=1, column=0, columnspan=2)"",""correct"":true},{""text"":""form = tk.Frame(root)\nform.pack(padx=10, pady=10)\n\ntk.Label(form, text=\""Name\"").grid(row=0, column=0)\nentry = tk.Entry(form)\nentry.grid(row=0, column=1)\ntk.Button(form, text=\""Submit\"", command=lambda: print(entry.get())).grid(\n    row=1, column=0, columnspan=2\n)"",""correct"":false},{""text"":""form = tk.Frame(root)\nform.grid(row=0, column=0, padx=10, pady=10)\n\ntk.Label(form, text=\""Name\"").grid(row=0, column=0)\nentry = tk.Entry(form)\nentry.grid(row=0, column=1)\ntk.Button(form, text=\""Submit\"", command=print(entry.get())).grid(\n    row=1, column=0, columnspan=2\n)"",""correct"":false},{""text"":""form = tk.Frame(root)\nform.grid(row=0, column=0, padx=10, pady=10)\n\ntk.Label(form, text=\""Name\"").pack()\nentry = tk.Entry(form)\nentry.grid(row=0, column=1)\ntk.Button(form, text=\""Submit\"", command=lambda: print(entry.get())).grid(\n    row=1, column=0, columnspan=2\n)"",""correct"":false}]",,"The correct code places the form frame in `root` with `grid()` and places all three child widgets in the frame with `grid()`. The button's `command` receives a callable lambda, so `entry.get()` runs only when the button is clicked. The other choices either mix `pack()` and `grid()` in the same parent or call `entry.get()` while the interface is being created.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":288,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Build"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
660,python-dnd-level-1-basic-widgets-r287-q3,Q3,dnd,"Review the tkinter layout code and match each widget variable to the grid position assigned to it.

```python
import tkinter as tk

root = tk.Tk()
name_label = tk.Label(root, text=""Name"")
name_entry = tk.Entry(root)
submit_button = tk.Button(root, text=""Submit"")

name_label.grid(row=0, column=0)
name_entry.grid(row=0, column=1)
submit_button.grid(row=1, column=1)
```",Python,Level 1,Basic widgets,Basic widgets,Geometry managers,Apply grid() with row and column to lay out a small form.,Applying,medium,3,One medium Applying-level drag-and-drop question on using tkinter grid() row and column arguments to lay out a small form.,[],"{""items"":[{""id"":""i1"",""label"":""name_label""},{""id"":""i2"",""label"":""name_entry""},{""id"":""i3"",""label"":""submit_button""}],""targets"":[{""id"":""t1"",""label"":""row=0, column=0 — first row, first column"",""correctItemId"":""i1""},{""id"":""t2"",""label"":""row=0, column=1 — first row, second column"",""correctItemId"":""i2""},{""id"":""t3"",""label"":""row=1, column=1 — second row, second column"",""correctItemId"":""i3""}]}","The `grid()` method uses zero-based row and column numbers. `name_label` is placed at row 0, column 0; `name_entry` is placed beside it at row 0, column 1; and `submit_button` is placed on the next row at row 1, column 1. The widget's creation order or type does not determine its position—the explicit `row` and `column` arguments do.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""dnd"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":287,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
661,python-fitb-level-1-basic-widgets-r287-q2,Q2,fitb,"Assume a Tkinter Name label is already in the first row and first column; using zero-based grid coordinates, complete this call to place its Entry immediately to the right in the same row:

```python
name_entry.grid(row={{1}}, column={{2}})
```",Python,Level 1,Basic widgets,Basic widgets,Geometry managers,Apply grid() with row and column to lay out a small form.,Applying,medium,3,One medium Applying-level FITB question on positioning a Tkinter widget with grid().,[],"{""blanks"":[{""position"":1,""answer"":""0"",""acceptedAnswers"":[],""caseSensitive"":false},{""position"":2,""answer"":""1"",""acceptedAnswers"":[],""caseSensitive"":false}]}","The first row has index 0, so the Entry uses row 0. The column immediately to the right of the first column has index 1. A common misconception is treating grid coordinates as one-based.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":287,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
662,python-mcq-level-1-basic-widgets-2-r289-q1,Q1,mcq,Which statement correctly identifies the purposes of Tkinter Checkbutton and Radiobutton widgets?,Python,Level 1,Basic widgets 2,Basic widgets 2,Checkbox and Radiobutton,Identify the purpose of Checkbutton and Radiobutton.,Remembering,easy,1,One easy Remembering-level MCQ on the purposes of Tkinter Checkbutton and Radiobutton widgets.,"[{""text"":""A Checkbutton represents an independent on/off choice, while Radiobuttons select one option from a group."",""correct"":true},{""text"":""A Checkbutton selects one option from a group, while Radiobuttons represent independent on/off choices."",""correct"":false},{""text"":""Both widgets are used only to display read-only text in a graphical interface."",""correct"":false},{""text"":""Both widgets allow several options to be selected only when they share the same control variable."",""correct"":false}]",,"A Checkbutton lets the user independently turn an option on or off, while Radiobuttons let the user choose one option from a related group. A common misconception is that Checkbuttons are mutually exclusive like Radiobuttons.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":289,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":2,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets 2"",""topicType"":""Concept"",""topicFamily"":""Basic widgets 2"",""bloomsLevel"":""Remembering"",""bloomsVerb"":""Identify"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
