subject,topic,topic_subject_label,topic_grade,subtopic,learning_objective,learning_objective_code,is_current_version,question_question_type,question_lifecycle_status,question_retired_at,question_difficulty_band,question_difficulty_rating,question_bloom_level,question_usage_type,question_keywords,question_created_at,question_updated_at,question_grade_level,question_input_type,version_version_number,version_prompt,version_options,version_correct_answer,version_model_answer,version_explanation,version_payload,version_time_allocated_ms,version_created_at
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,5.0,analyze,diagnostic,[],2026-05-21T10:49:26.844Z,2026-05-21T10:49:26.923Z,grade 6,,1,"Pick the value that matches a three-digit number when divided by 9 gives quotient 88 and remainder 6, and the hundreds digit is 7. Only one option satisfies both conditions.","[{""text"":""798"",""correct"":true},{""text"":""792"",""correct"":false},{""text"":""786"",""correct"":false},{""text"":""804"",""correct"":false}]",798,,"Reverse the result: 9 x 88 + 6 = 792 + 6 = 798, and its hundreds digit is 7. Option B forgets the remainder, C uses quotient 87 remainder 3, and D has the wrong hundreds digit.","{""focus"":""multi_constraint_problem"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q185"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.890Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,evaluate,diagnostic,[],2026-05-21T10:49:26.847Z,2026-05-21T10:49:26.925Z,grade 6,,1,A fruit shop packs 517 lemons into bags of 11. One method gives 47 bags exactly. Another gives 46 bags with 11 lemons left. Decide which method gives the acceptable final result.,"[{""text"":""47 remainder 0"",""correct"":true},{""text"":""46 remainder 11"",""correct"":false},{""text"":""48 remainder -11"",""correct"":false},{""text"":""45 remainder 22"",""correct"":false}]",47 remainder 0,,"517 ÷ 11 = 47 exactly because 11 x 47 = 517. A remainder equal to or greater than the divisor is not allowed in the final answer, so 46 remainder 11 is not acceptable.","{""focus"":""compare_methods"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q190"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.891Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,evaluate,diagnostic,[],2026-05-21T10:49:26.848Z,2026-05-21T10:49:26.925Z,grade 6,,1,Decide which claim about 909 ÷ 9 is true when using the Vedic running-sum idea and then checking by multiplication.,"[{""text"":""The quotient is 101 and the remainder is 0."",""correct"":true},{""text"":""The quotient is 100 and the remainder is 9."",""correct"":false},{""text"":""The quotient is 99 and the remainder is 18."",""correct"":false},{""text"":""The quotient is 109 and the remainder is -72."",""correct"":false}]",The quotient is 101 and the remainder is 0.,,909 ÷ 9 = 101 exactly because 9 x 101 = 909. The other answers break the final remainder rule or fail the check equation.,"{""focus"":""evaluate_a_claim"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q186"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.892Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,5.0,analyze,diagnostic,[],2026-05-21T10:49:26.848Z,2026-05-21T10:49:26.924Z,grade 6,,1,"A library arranged 947 cards into bundles of 11. A shortcut note says 86 remainder 0, but the multiplication check does not match. Which correction fixes the result?","[{""text"":""Change the result to 86 remainder 1, because 11 × 86 = 946 and 947 - 946 = 1."",""correct"":true},{""text"":""Change the quotient to 85 and keep remainder 0, because 11 × 85 is close to 947."",""correct"":false},{""text"":""Keep 86 but change the remainder to 11, because an extra full group can be written as remainder 11."",""correct"":false},{""text"":""Change the divisor from 11 to 9 so that 86 remainder 0 works."",""correct"":false}]","Change the result to 86 remainder 1, because 11 × 86 = 946 and 947 - 946 = 1.",,"Since 11 × 86 = 946, the note 86 remainder 0 is 1 short of 947. So the correct result is 86 remainder 1. A remainder of 11 is not valid for division by 11 because the remainder must be less than 11. Changing the quotient to 85 gives 935, and changing the divisor changes the problem.","{""focus"":""find_the_error"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q187"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.892Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,apply,diagnostic,[],2026-05-21T10:49:26.849Z,2026-05-21T10:49:26.939Z,grade 6,,1,"A shortcut result for division by 11 is quotient 54, remainder 8. Which checked statement correctly rebuilds the original number and confirms the result is valid?","[{""text"":""11 × 54 + 8 = 602, so 602 is the original number and the result is valid because 8 < 11."",""correct"":true},{""text"":""11 × 54 = 594, so 594 must be the original number because the remainder is already included in the quotient."",""correct"":false},{""text"":""11 × 54 + 8 = 602, but 602 is invalid because a remainder of 8 is too large in division by 11."",""correct"":false},{""text"":""11 × 8 + 54 = 142, so 142 is the original number because the remainder should be multiplied by the divisor."",""correct"":false}]","11 × 54 + 8 = 602, so 602 is the original number and the result is valid because 8 < 11.",,"To rebuild the original number, use divisor × quotient + remainder: 11 × 54 + 8 = 594 + 8 = 602. The result is valid because the remainder 8 is less than 11. The other options either ignore the remainder, use the wrong rule, or misstate the remainder condition.","{""focus"":""reverse_reasoning"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q188"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.895Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,analyze,diagnostic,[],2026-05-21T10:49:26.849Z,2026-05-21T10:49:26.938Z,grade 6,,1,"Choose the correct result for a warehouse that packs 1,286 bolts equally into boxes of 9 using the Vedic running-sum method. The running sums begin 1, 3, 11, and the final answer must agree with an ordinary division check.","[{""text"":""142 remainder 8"",""correct"":true},{""text"":""143 remainder 1"",""correct"":false},{""text"":""131 remainder 11"",""correct"":false},{""text"":""142 remainder 11"",""correct"":false}]",142 remainder 8,,"Check each result using dividend = 9 × quotient + remainder, with remainder less than 9. For 142 remainder 8, 9 × 142 = 1278 and 1278 + 8 = 1286, so it is correct. For 143 remainder 1, 9 × 143 + 1 = 1288, not 1286. The options with remainder 11 are invalid because a remainder after division by 9 must be less than 9.","{""focus"":""find_the_error"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q191"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.893Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,evaluate,diagnostic,[],2026-05-21T10:49:26.850Z,2026-05-21T10:49:26.940Z,grade 6,,1,Choose the sentence that is correct about 731 ÷ 9 after a Vedic shortcut answer is checked using divisor × quotient + remainder.,"[{""text"":""81 remainder 2 is valid."",""correct"":true},{""text"":""80 remainder 11 is the best final form."",""correct"":false},{""text"":""82 remainder -7 is valid."",""correct"":false},{""text"":""79 remainder 20 is valid."",""correct"":false}]",81 remainder 2 is valid.,,"9 x 81 = 729, and 731 - 729 = 2, so 81 remainder 2 is correct. The other options may total 731 in some cases, but their remainders are not valid final remainders for division by 9.","{""focus"":""evaluate_a_claim"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q189"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.893Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,evaluate,diagnostic,[],2026-05-21T10:49:26.886Z,2026-05-21T10:49:26.979Z,grade 6,,1,Select the true statement about dividing 957 by 11 with the Vedic subtraction pattern and checking the result by multiplication.,"[{""text"":""The correct answer is 86 remainder 1 because 11 × 86 + 1 = 947."",""correct"":false},{""text"":""The correct answer is 87 remainder 0 because 9 - 5 + 7 = 11."",""correct"":false},{""text"":""The correct answer is 87 remainder 0 because 11 × 87 = 957."",""correct"":true},{""text"":""The correct answer is 86 remainder 11 because the remainder may equal the divisor."",""correct"":false}]",The correct answer is 87 remainder 0 because 11 × 87 = 957.,,"Since 11 × 87 = 957, the exact result is 87 remainder 0. A valid remainder must be less than 11, so remainder 11 is not allowed. Option A fails the check because 11 × 86 + 1 = 947, not 957. Option B uses a digit pattern incorrectly instead of checking the actual division.","{""focus"":""evaluate_a_claim"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q192"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.917Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,analyze,diagnostic,[],2026-05-21T10:49:26.888Z,2026-05-21T10:49:26.980Z,grade 6,,1,"A printing press made 1,453 labels and ties them into bundles of 11. A shortcut record shows quotient 132 and remainder 1. Another check must confirm divisor × quotient + remainder equals the original total. Choose the valid final record.","[{""text"":""132 remainder 1"",""correct"":true},{""text"":""131 remainder 12"",""correct"":false},{""text"":""133 remainder 0"",""correct"":false},{""text"":""121 remainder 2"",""correct"":false}]",132 remainder 1,,"Check each option with 11 × quotient + remainder. For 132 remainder 1: 11 × 132 = 1452, and 1452 + 1 = 1453, so it works and remainder 1 is valid. Option B gives an invalid remainder 12 and also 11 × 131 + 12 = 1453 but remainder must be less than 11. Option C gives 1463. Option D gives 1333.","{""focus"":""compare_methods"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q193"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.921Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,apply,diagnostic,[],2026-05-21T10:49:26.891Z,2026-05-21T10:49:26.983Z,grade 6,,1,A shortcut division by 11 gives quotient 54 and remainder 7 for a parcel count less than 610. Which checked statement is valid?,"[{""text"":""11 × 54 + 7 = 601, so 601 is the parcel count and the result is valid because 7 < 11."",""correct"":true},{""text"":""11 × 54 + 11 = 605, so 605 is the parcel count because a full extra 11 can be used as the remainder."",""correct"":false},{""text"":""11 × 54 + 7 = 601, but the result is invalid because the remainder should be 0 whenever the total is below 610."",""correct"":false},{""text"":""9 × 54 + 7 = 493, so 493 is the parcel count because division shortcuts by 9 and 11 use the same divisor in reverse."",""correct"":false}]","11 × 54 + 7 = 601, so 601 is the parcel count and the result is valid because 7 < 11.",,"Reverse-check the result using divisor × quotient + remainder: 11 × 54 + 7 = 594 + 7 = 601. This also fits the condition that the original number is less than 610. The remainder 7 is valid because it is less than 11. A remainder of 11 is not allowed, and using 9 changes the divisor.","{""focus"":""reverse_reasoning"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q195"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.924Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,analyze,diagnostic,[],2026-05-21T10:49:26.892Z,2026-05-21T10:49:26.984Z,grade 6,,1,"Look at the worked result for 684 ÷ 9 using a Vedic shortcut: running sums 6, 14, 18 are written, then the answer is recorded as 64 remainder 18. Decide the first correction needed to make the work valid.","[{""text"":""Replace the remainder 18 by quotient 76 remainder 0."",""correct"":true},{""text"":""Keep quotient 64 and change remainder to 9."",""correct"":false},{""text"":""Change the divisor from 9 to 11."",""correct"":false},{""text"":""Replace the running sums with 6, 10, 14."",""correct"":false}]",Replace the remainder 18 by quotient 76 remainder 0.,,"684 is divisible by 9 because 6 + 8 + 4 = 18, and 684 ÷ 9 = 76 remainder 0. The recorded remainder 18 is impossible because a remainder must be less than 9. Option B still leaves the wrong quotient. Option C changes the problem. Option D gives incorrect running sums because 6, then 6+8=14, then 14+4=18 are actually correct.","{""focus"":""find_the_error"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q194"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.926Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,evaluate,diagnostic,[],2026-05-21T10:49:26.894Z,2026-05-21T10:49:26.986Z,grade 6,,1,"Decide which claim about 1,034 ÷ 11 is true after using a Vedic shortcut and then checking with the division equation.","[{""text"":""94 remainder 0 is correct because 11 × 94 = 1,034."",""correct"":true},{""text"":""93 remainder 11 is correct because 11 × 93 + 11 = 1,034."",""correct"":false},{""text"":""95 remainder -11 is correct after adjustment."",""correct"":false},{""text"":""93 remainder 1 is correct because the remainder is small."",""correct"":false}]","94 remainder 0 is correct because 11 × 94 = 1,034.",,"Since 11 × 94 = 1034 exactly, the answer is 94 remainder 0. Option B matches the total numerically, but remainder 11 is invalid because a remainder must be less than 11. Option C uses a negative remainder, which is not acceptable here. Option D gives 11 × 93 + 1 = 1024, not 1034.","{""focus"":""evaluate_a_claim"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q197"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.940Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,analyze,diagnostic,[],2026-05-21T10:49:26.895Z,2026-05-21T10:49:26.986Z,grade 6,,1,"A snack factory packs 1,097 bars into cartons of 9. One shortcut note gives 121 remainder 8. Another gives 122 remainder 0 after treating the last running sum as a full extra group. Which option correctly identifies the valid record and explains why?","[{""text"":""121 remainder 8 is valid because 9 × 121 + 8 = 1,097, and the remainder 8 is less than 9."",""correct"":true},{""text"":""122 remainder 0 is valid because any remainder can be turned into one more full group when dividing by 9."",""correct"":false},{""text"":""121 remainder 8 is invalid because 8 should be added to the quotient, not kept as the remainder."",""correct"":false},{""text"":""Both records are valid because 121 remainder 8 and 122 remainder 0 are just two ways to write the same division result."",""correct"":false}]","121 remainder 8 is valid because 9 × 121 + 8 = 1,097, and the remainder 8 is less than 9.",,"Check both records. For 121 remainder 8, 9 × 121 = 1089 and 1089 + 8 = 1097, so it works, and 8 is a valid remainder because it is less than 9. For 122 remainder 0, 9 × 122 = 1098, which is too large. So the valid record is 121 remainder 8.","{""focus"":""compare_methods"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q198"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.940Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,evaluate,diagnostic,[],2026-05-21T10:49:26.925Z,2026-05-21T10:49:27.042Z,grade 6,,1,"Compare the two methods for 1,221 ÷ 11. Method P records 111 remainder 0 because 11 × 111 = 1,221. Method Q records 110 remainder 11 because the same total is rebuilt. Decide the best judgment about these two methods.","[{""text"":""Both methods are acceptable because both rebuild 1,221."",""correct"":false},{""text"":""Method Q is better because it shows the leftover directly."",""correct"":false},{""text"":""Method P is the valid division result because a remainder must be less than 11."",""correct"":true},{""text"":""Neither method is valid because 1,221 is not divisible by 11."",""correct"":false}]",Method P is the valid division result because a remainder must be less than 11.,,"A correct division result must satisfy both conditions: divisor × quotient + remainder equals the dividend, and remainder is less than the divisor. Method P gives 111 remainder 0, which is valid. Method Q rebuilds the total, but remainder 11 is not allowed when dividing by 11. So only Method P is valid.","{""focus"":""compare_methods"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q199"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.984Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,5.0,analyze,diagnostic,[],2026-05-21T10:49:26.941Z,2026-05-21T10:49:27.043Z,grade 6,,1,"Compare the worked result for 726 ÷ 11 written with the Vedic subtraction pattern: 7, then 2 - 7 gives -5, so borrow 1 from the 7 to make the quotient 6 and the next value 6, then 6 - 6 gives remainder 0. Decide the corrected final answer.","[{""text"":""66 remainder 0"",""correct"":true},{""text"":""75 remainder 1"",""correct"":false},{""text"":""65 remainder 6"",""correct"":false},{""text"":""67 remainder -11"",""correct"":false}]",66 remainder 0,,"726 ÷ 11 = 66 because 11 x 66 = 726. In the shortcut, handling the negative intermediate correctly leads to 66 remainder 0. Option B gives 826 when reversed, C gives 721, and D uses an invalid negative remainder.","{""focus"":""find_the_error"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q169"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:26.986Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,analyze,diagnostic,[],2026-05-21T10:49:26.977Z,2026-05-21T10:49:27.349Z,grade 6,,1,"Which method correctly solves a ticket-bundle problem with 1,718 tickets arranged in groups of 11, if the final answer must agree with a Vedic shortcut check and also have a remainder less than 11?","[{""text"":""Use 11 × 156 = 1,716, so the result is 156 remainder 2."",""correct"":true},{""text"":""Use 11 × 155 = 1,705, so the result is 155 remainder 13."",""correct"":false},{""text"":""Use 11 × 157 = 1,727, so the result is 157 remainder -9."",""correct"":false},{""text"":""Use 9 × 190 = 1,710, so the result is 190 remainder 8."",""correct"":false}]","Use 11 × 156 = 1,716, so the result is 156 remainder 2.",,"For 1718 ÷ 11, 11 × 156 = 1716, leaving remainder 2. This remainder is less than 11, so 156 remainder 2 is correct. Option B gives the right total difference but remainder 13 is invalid. Option C uses a negative remainder. Option D divides by 9, not 11, so it does not match the problem.","{""focus"":""multi_constraint_problem"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q200"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:27.308Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,medium,3.0,apply,diagnostic,[],2026-05-21T10:49:26.981Z,2026-05-21T10:49:27.154Z,grade 6,,1,"A packing record for 894 notebooks arranged in bundles of 11 must satisfy both conditions: remainder less than 11, and 11 × quotient + remainder = 894. Which quotient-remainder pair is valid?","[{""text"":""quotient 81, remainder 2"",""correct"":false},{""text"":""quotient 81, remainder 3"",""correct"":true},{""text"":""quotient 81, remainder 4"",""correct"":false},{""text"":""quotient 80, remainder 14"",""correct"":false}]","quotient 81, remainder 3",,"Check each pair with 11 × quotient + remainder = 894 and remainder < 11. For quotient 81, 11 × 81 = 891, so the remainder must be 894 − 891 = 3. That gives 81 remainder 3, and 3 is less than 11. Option 1 gives 891 + 2 = 893. Option 3 gives 891 + 4 = 895. Option 4 gives 11 × 80 + 14 = 894, but remainder 14 is not allowed because it is not less than 11.","{""focus"":""constrained_selection"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q196"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:27.025Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,evaluate,diagnostic,[],2026-05-21T10:49:27.021Z,2026-05-21T10:49:27.197Z,grade 6,,1,"Select the true statement about dividing 1,364 by 11 using the Vedic subtraction pattern and then checking with the division equation. The shortcut steps are written as 1, then 3 − 1 = 2, then 6 − 2 = 4, and the last value 4 − 4 = 0.","[{""text"":""The result is 124 remainder 0, and 11 × 124 = 1,364 checks it."",""correct"":true},{""text"":""The result is 123 remainder 1, because the last subtraction gives 1."",""correct"":false},{""text"":""The result is 134 remainder 0, because the inner digits stay unchanged."",""correct"":false},{""text"":""The result is 124 remainder 4, because the last digit is always the remainder."",""correct"":false}]","The result is 124 remainder 0, and 11 × 124 = 1,364 checks it.",,"Using the Vedic subtraction pattern for division by 11, the quotient digits come from the running values before the final remainder: 1, 2, 4, and the last value is 0, so the answer is 124 remainder 0. The check equation gives 11 × 124 = 1,364, so this is valid. Option B misreads the final step. Option C ignores the subtraction pattern. Option D treats the last original digit as the remainder instead of using the final computed value.","{""focus"":""evaluate_a_claim"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q197"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:27.153Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,analyze,diagnostic,[],2026-05-21T10:49:27.027Z,2026-05-21T10:49:27.212Z,grade 6,,1,"A factory packs 2,187 screws into boxes of 9. A shortcut record ends with quotient 241 and remainder 18. In division by 9, the remainder must be less than 9, so the oversized remainder must be normalized. What is the correct final answer after this adjustment?","[{""text"":""quotient 241, remainder 0"",""correct"":false},{""text"":""quotient 241, remainder 8"",""correct"":false},{""text"":""quotient 243, remainder 0"",""correct"":true},{""text"":""quotient 259, remainder 0"",""correct"":false}]","quotient 243, remainder 0",,Normalize the oversized remainder 18 by rewriting it as 18 = 2 × 9 + 0. Those 2 extra groups of 9 must be added to the quotient: 241 + 2 = 243. The remainder becomes 0. So the correct final answer is 243 remainder 0. This matches 9 × 243 = 2187 exactly. Option 1 ignores moving the extra 2 groups into the quotient. Option 2 keeps the quotient unchanged and uses the wrong remainder. Option 4 adds 18 to the quotient instead of adding only the number of extra groups of 9.,"{""focus"":""find_the_error"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q198"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:27.157Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,evaluate,diagnostic,[],2026-05-21T10:49:27.027Z,2026-05-21T10:49:27.213Z,grade 6,,1,Compare the two shortcut results for a printer that bundles 957 labels into packets of 11. Method P gives 87 remainder 0 from the subtraction pattern. Method Q gives 86 remainder 11 because 11 × 86 + 11 also rebuilds 957. Decide which judgment is correct.,"[{""text"":""Method P is valid because the remainder must be less than 11."",""correct"":true},{""text"":""Method Q is valid because it rebuilds the dividend exactly."",""correct"":false},{""text"":""Both methods are valid because both use the divisor 11."",""correct"":false},{""text"":""Neither method is valid because 957 is odd."",""correct"":false}]",Method P is valid because the remainder must be less than 11.,,"A correct division result must satisfy two conditions: divisor × quotient + remainder equals the dividend, and the remainder must be less than the divisor. Method P gives 11 × 87 + 0 = 957, so it is valid. Method Q also rebuilds 957, but remainder 11 is not allowed when dividing by 11 because the remainder must be 0 to 10. Option C ignores the remainder rule, and Option D is unrelated to division by 11.","{""focus"":""compare_methods"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q199"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:27.159Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,mcq,active,,hard,4.0,create,diagnostic,[],2026-05-21T10:49:27.045Z,2026-05-21T10:49:27.229Z,grade 6,,1,"Which method correctly solves this reverse-division situation: a storage code is a three-digit number that gives quotient 53 and remainder 8 when divided by 9 using a Vedic running-sum check, and its tens digit is 8?","[{""text"":""Use 9 × 53 + 8 = 485, and 485 fits the tens-digit condition."",""correct"":true},{""text"":""Use 9 × 53 = 477, so the code is 477 because the quotient is correct."",""correct"":false},{""text"":""Use 53 + 8 = 61, then place 8 in the tens position to get 681."",""correct"":false},{""text"":""Use 9 × 8 + 53 = 125, because remainder and quotient can be swapped."",""correct"":false}]","Use 9 × 53 + 8 = 485, and 485 fits the tens-digit condition.",,"To rebuild the original number from quotient 53 and remainder 8 when dividing by 9, use dividend = 9 × quotient + remainder = 9 × 53 + 8 = 477 + 8 = 485. Its tens digit is 8, so it satisfies both conditions. Option B forgets to add the remainder. Option C uses the numbers without the division equation. Option D incorrectly swaps the roles of quotient and remainder.","{""focus"":""reverse_reasoning"",""grade"":6,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Division Shortcuts"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q200"",""learning_objective"":""Students can apply Vedic methods for division by 9 and 11""}",,2026-05-21T10:49:27.195Z
math,Vedic Mathematics,math,grade 6,Division Shortcuts,Apply Vedic methods for division by 9 and 11,T405.S1.L1,true,fitb,active,,medium,2.0,apply,diagnostic,[],2026-05-21T10:49:44.310Z,2026-07-28T08:08:21.752Z,grade 6,number,1,Calculate 234 / 9 using the Vedic division shortcut. Answer: ____.,,,,234 / 9 = 26 because 9 x 26 = 234.,"{""hint"":""234 / 9 = 26 because 9 x 26 = 234."",""answer"":""26"",""visualMode"":null,""distractors"":[""24"",""28"",""29""],""questionSvg"":null}",,2026-05-21T10:49:44.457Z
